iso_code,d,total_vaccinations,people_vaccinated,people_fully_vaccinated
AUS,2021-07-27,11396784,7952323,3444461
AUS,2021-07-28,11593766,8049282,3544484
AUS,2021-07-29,11795236,8138696,3656540
AUS,2021-07-30,12005978,8243971,3762007
AUS,2021-07-31,12206684,8340899,3865785
AUS,2021-08-01,12317727,8390671,3927056
AUS,2021-08-02,12393893,8429170,3964723
AUS,2021-08-03,12594451,8532527,4061924
AUS,2021-08-04,12808398,8634372,4174026
AUS,2021-08-05,13030257,8740437,4289820
AUS,2021-08-06,13270296,8861491,4408805
AUS,2021-08-07,13496355,8969767,4526588
AUS,2021-08-08,13636580,9025259,4611321
AUS,2021-08-09,13723146,9071188,4651958
AUS,2021-08-10,13958045,9196905,4761140
AUS,2021-08-11,14214009,9321772,4892237
AUS,2021-08-12,14476323,9453026,5023297
AUS,2021-08-13,14747221,9588821,5158400
AUS,2021-08-14,15012023,9716235,5295788
AUS,2021-08-15,15175199,9802311,5372888
AUS,2021-08-16,15338926,9929240,5409686
AUS,2021-08-17,15618391,10076154,5542237
AUS,2021-08-18,15892260,10220818,5671442
AUS,2021-08-19,16201270,10385438,5815832
AUS,2021-08-20,16504574,10545851,5958723
AUS,2021-08-21,16815098,10711677,6103421
AUS,2021-08-22,17011099,10820533,6190566
AUS,2021-08-23,17150654,10910014,6240640
AUS,2021-08-24,17440596,11072175,6368421
AUS,2021-08-25,17747787,11239583,6508204
AUS,2021-08-26,18083207,11422007,6661200
AUS,2021-08-27,18390297,11581828,6808469
AUS,2021-08-28,18706627,11756505,6950122
AUS,2021-08-29,18927313,11883060,7044253
AUS,2021-08-30,19085741,11990165,7095576
AUS,2021-08-31,19362666,12140137,7222529
AUS,2021-09-01,19697498,12328178,7369320
AUS,2021-09-02,20028084,12515530,7512554
AUS,2021-09-03,20329483,12675845,7653638
AUS,2021-09-04,20641758,12848402,7793356
AUS,2021-09-05,20855353,12975866,7879487
AUS,2021-09-06,20985989,13061263,7924726
AUS,2021-09-07,21244935,13198369,8046566
AUS,2021-09-08,21539586,13352637,8186949
AUS,2021-09-09,21850954,13520356,8330598
AUS,2021-09-10,22170011,13687289,8482722
AUS,2021-09-11,22473563,13841998,8631565
AUS,2021-09-12,22669372,13948982,8720390
AUS,2021-09-13,22802573,14028715,8773858
AUS,2021-09-14,23078749,14157499,8921250
AUS,2021-09-15,23362740,14296490,9066250
AUS,2021-09-16,23751922,14536140,9215782
AUS,2021-09-17,24054063,14693678,9360385
AUS,2021-09-18,24392438,14862689,9529749
AUS,2021-09-19,24619474,14986389,9633085
AUS,2021-09-20,24792054,15096149,9695905
AUS,2021-09-21,25113222,15259606,9853616
AUS,2021-09-22,25445232,15426525,10018707
AUS,2021-09-23,25782517,15598851,10183666
AUS,2021-09-24,26130313,15775086,10355227
AUS,2021-09-25,26441588,15919052,10522536
AUS,2021-09-26,26660961,16026124,10634837
AUS,2021-09-27,26806343,16102401,10703942
AUT,2021-01-16,110278,110266,12
AUT,2021-01-17,115984,115596,388
AUT,2021-01-18,127471,126191,1280
AUT,2021-01-19,153686,150925,2761
AUT,2021-01-20,177402,173332,4070
AUT,2021-01-21,197388,193147,4241
AUT,2021-01-22,208985,204181,4804
AUT,2021-01-23,212145,207339,4806
AUT,2021-01-24,213415,208600,4815
AUT,2021-01-25,214940,210012,4928
AUT,2021-01-26,223697,217855,5842
AUT,2021-01-27,231776,225404,6372
AUT,2021-01-28,241770,232723,9047
AUT,2021-01-29,256928,238112,18816
AUT,2021-01-30,260661,239461,21200
AUT,2021-09-26,10794529,5708218,5390769
AUT,2021-01-31,262085,239873,22212
AUT,2021-02-01,266817,241480,25337
AUT,2021-02-02,284444,244624,39820
AUT,2021-02-03,302828,247848,54980
AUT,2021-02-04,323669,250754,72915
AUT,2021-02-05,345053,254926,90127
AUT,2021-02-06,354243,257697,96546
AUT,2021-02-07,359273,258324,100949
AUT,2021-02-08,369104,260400,108704
AUT,2021-02-09,388869,263303,125566
AUT,2021-02-10,411022,266943,144079
AUT,2021-02-11,436024,272387,163637
AUT,2021-02-12,463053,280992,182061
AUT,2021-02-13,473560,286362,187198
AUT,2021-02-14,475627,286843,188784
AUT,2021-02-15,482801,290779,192022
AUT,2021-02-16,497549,297848,199701
AUT,2021-02-17,517354,308013,209341
AUT,2021-02-18,537416,319939,217477
AUT,2021-02-19,558971,332976,225995
AUT,2021-02-20,572060,344357,227703
AUT,2021-02-21,578096,350008,228088
AUT,2021-02-22,585106,355162,229944
AUT,2021-02-23,600167,365730,234437
AUT,2021-02-24,620156,382219,237937
AUT,2021-02-25,640325,398688,241637
AUT,2021-02-26,669912,423275,246637
AUT,2021-02-27,695110,446506,248604
AUT,2021-02-28,705314,456203,249111
AUT,2021-03-01,714310,464310,250000
AUT,2021-03-02,740100,487683,252417
AUT,2021-03-03,768385,513561,254824
AUT,2021-03-04,796161,538527,257634
AUT,2021-03-05,833688,572904,260784
AUT,2021-03-06,861937,598611,263326
AUT,2021-03-07,873932,609944,263988
AUT,2021-03-08,885686,620296,265390
AUT,2021-03-09,914356,645386,268970
AUT,2021-03-10,943530,670013,273517
AUT,2021-03-11,988550,709558,278992
AUT,2021-03-12,1047427,762998,284429
AUT,2021-03-13,1100032,809796,290236
AUT,2021-03-14,1131237,836751,294486
AUT,2021-03-15,1152496,855673,296825
AUT,2021-03-16,1181288,878008,303292
AUT,2021-03-17,1216106,904611,311511
AUT,2021-03-18,1251251,931547,319720
AUT,2021-03-19,1305672,977288,328401
AUT,2021-03-20,1353357,1015280,338094
AUT,2021-03-21,1368971,1027003,341985
AUT,2021-03-22,1385128,1040547,344600
AUT,2021-03-23,1421318,1059937,361400
AUT,2021-03-24,1461342,1081834,379528
AUT,2021-03-25,1507935,1111798,396162
AUT,2021-03-26,1559492,1144441,415079
AUT,2021-03-27,1601249,1171441,429839
AUT,2021-03-28,1615967,1181448,434550
AUT,2021-03-29,1642887,1202695,440223
AUT,2021-03-30,1684620,1232547,452106
AUT,2021-03-31,1720214,1254905,465348
AUT,2021-04-01,1762579,1277981,484642
AUT,2021-04-02,1806993,1302968,504074
AUT,2021-04-03,1828929,1315797,513185
AUT,2021-04-04,1839074,1324155,514973
AUT,2021-04-05,1851724,1332005,519777
AUT,2021-04-06,1890296,1358444,531913
AUT,2021-04-07,1946516,1398353,548229
AUT,2021-04-08,2019891,1445777,574187
AUT,2021-04-09,2099080,1491452,607710
AUT,2021-04-10,2164839,1528240,636689
AUT,2021-04-11,2190918,1538623,652390
AUT,2021-04-12,2226288,1566866,659522
AUT,2021-04-13,2271842,1600718,671226
AUT,2021-04-14,2339933,1654957,685078
AUT,2021-04-15,2414914,1710737,704280
AUT,2021-04-16,2485813,1762887,723030
AUT,2021-04-17,2544050,1799114,745041
AUT,2021-04-18,2563365,1814090,749380
AUT,2021-04-19,2595379,1840302,755182
AUT,2021-04-20,2641177,1873295,767988
AUT,2021-04-21,2704940,1926178,778870
AUT,2021-04-22,2776386,1986916,789578
AUT,2021-04-23,2845174,2044198,801084
AUT,2021-04-24,2885648,2078788,806969
AUT,2021-04-25,2913666,2104970,808806
AUT,2021-04-26,2944797,2132541,812369
AUT,2021-04-27,2993359,2169664,823813
AUT,2021-04-28,3052215,2213982,838352
AUT,2021-04-29,3128944,2275382,853711
AUT,2021-04-30,3210317,2342947,867541
AUT,2021-05-01,3252545,2377174,875742
AUT,2021-05-02,3269319,2392551,877146
AUT,2021-05-03,3298951,2410696,889501
AUT,2021-05-04,3360713,2452138,911481
AUT,2021-05-05,3439253,2513013,929799
AUT,2021-05-06,3537449,2591371,950710
AUT,2021-05-07,3647254,2678618,974180
AUT,2021-05-08,3700062,2712691,993868
AUT,2021-05-09,3719025,2725504,1000032
AUT,2021-05-10,3762751,2758910,1011337
AUT,2021-05-11,3829422,2808459,1029435
AUT,2021-05-12,3930766,2886977,1053738
AUT,2021-05-13,3965107,2913501,1062355
AUT,2021-05-14,4055977,2980918,1086824
AUT,2021-05-15,4116468,3025460,1103820
AUT,2021-05-16,4140783,3043262,1111045
AUT,2021-05-17,4188543,3074031,1129788
AUT,2021-05-18,4258998,3118633,1157703
AUT,2021-05-19,4365575,3193446,1191449
AUT,2021-05-20,4477472,3270441,1228179
AUT,2021-05-21,4589933,3343986,1269997
AUT,2021-05-22,4649472,3383575,1290231
AUT,2021-05-23,4679141,3403112,1301864
AUT,2021-05-24,4704267,3415374,1314856
AUT,2021-05-25,4759834,3453585,1333759
AUT,2021-05-26,4853353,3502868,1379628
AUT,2021-05-27,4953419,3557934,1427364
AUT,2021-05-28,5064464,3617706,1484366
AUT,2021-05-29,5127320,3643178,1522129
AUT,2021-05-30,5165684,3657316,1546380
AUT,2021-05-31,5210015,3679177,1571732
AUT,2021-06-01,5301555,3735519,1612785
AUT,2021-06-02,5445660,3813548,1685754
AUT,2021-06-03,5514600,3844661,1724485
AUT,2021-06-04,5624480,3907229,1774739
AUT,2021-06-05,5687815,3940855,1804873
AUT,2021-06-06,5741469,3964997,1834772
AUT,2021-06-07,5799538,3991061,1869528
AUT,2021-06-08,5891684,4041641,1915926
AUT,2021-06-09,6009558,4104503,1975455
AUT,2021-06-10,6131617,4157241,2049427
AUT,2021-06-11,6263264,4212976,2129483
AUT,2021-06-12,6333019,4241077,2171831
AUT,2021-06-13,6370879,4258393,2192507
AUT,2021-06-14,6420166,4278175,2224071
AUT,2021-06-15,6507176,4325672,2266334
AUT,2021-06-16,6627889,4375607,2339828
AUT,2021-06-17,6743546,4417792,2415908
AUT,2021-06-18,6856850,4460374,2491095
AUT,2021-06-19,6923928,4490912,2527911
AUT,2021-06-20,6961033,4510198,2545832
AUT,2021-06-21,7013703,4531110,2579122
AUT,2021-06-22,7105926,4567052,2637367
AUT,2021-06-23,7218402,4602503,2715666
AUT,2021-06-24,7328302,4635522,2794323
AUT,2021-06-25,7450903,4670562,2883562
AUT,2021-06-26,7528339,4697233,2934552
AUT,2021-06-27,7569866,4719354,2954092
AUT,2021-06-28,7621095,4735501,2992178
AUT,2021-06-29,7713711,4767266,3056238
AUT,2021-06-30,7828458,4800704,3141153
AUT,2021-07-01,7946440,4832028,3231568
AUT,2021-07-02,8061013,4860178,3321145
AUT,2021-07-03,8131893,4882464,3372263
AUT,2021-07-04,8186476,4916624,3398878
AUT,2021-07-05,8232726,4935246,3431016
AUT,2021-07-06,8315253,4963844,3489030
AUT,2021-07-07,8410067,4989627,3560487
AUT,2021-07-08,8507498,5015570,3634870
AUT,2021-07-09,8597642,5040430,3705065
AUT,2021-07-10,8649138,5053252,3746343
AUT,2021-07-11,8680077,5065393,3767804
AUT,2021-07-12,8716418,5074251,3797120
AUT,2021-07-13,8791338,5095287,3852803
AUT,2021-07-14,8872993,5111958,3919878
AUT,2021-07-15,8937386,5130364,3968577
AUT,2021-07-16,9018809,5149259,4034215
AUT,2021-07-17,9070100,5166680,4074362
AUT,2021-07-18,9098383,5173941,4096850
AUT,2021-07-19,9130097,5185384,4118499
AUT,2021-07-20,9177560,5198087,4154848
AUT,2021-07-21,9244976,5210109,4212381
AUT,2021-07-22,9314487,5228405,4266888
AUT,2021-07-23,9385869,5245367,4324092
AUT,2021-07-24,9436843,5256877,4367061
AUT,2021-07-25,9465214,5263533,4390626
AUT,2021-07-26,9495690,5272450,4413584
AUT,2021-07-27,9549533,5280251,4461022
AUT,2021-07-28,9605793,5288820,4510362
AUT,2021-07-29,9650414,5298124,4547606
AUT,2021-07-30,9706106,5309914,4594947
AUT,2021-07-31,9741687,5315990,4626060
AUT,2021-08-01,9768801,5318444,4651366
AUT,2021-08-02,9796738,5323884,4675228
AUT,2021-08-03,9843254,5332413,4715080
AUT,2021-08-04,9889380,5342476,4753031
AUT,2021-08-05,9929606,5352015,4786360
AUT,2021-08-06,9975645,5361710,4825710
AUT,2021-08-07,10005214,5369148,4851326
AUT,2021-08-08,10030246,5373005,4873384
AUT,2021-08-09,10045189,5376994,4885567
AUT,2021-08-10,10084865,5382400,4921332
AUT,2021-08-11,10124182,5389331,4955236
AUT,2021-08-12,10154665,5395951,4980634
AUT,2021-08-13,10180721,5402366,5002512
AUT,2021-08-14,10198882,5407802,5016777
AUT,2021-08-15,10207946,5409736,5024601
AUT,2021-08-16,10230966,5413921,5044604
AUT,2021-08-17,10255755,5420262,5064798
AUT,2021-08-18,10281063,5427314,5084765
AUT,2021-08-19,10306000,5434668,5104405
AUT,2021-08-20,10331539,5443630,5124067
AUT,2021-08-21,10347943,5450285,5136679
AUT,2021-08-22,10355586,5453700,5141627
AUT,2021-08-23,10364137,5457092,5147791
AUT,2021-08-24,10383230,5468038,5159301
AUT,2021-08-25,10398205,5475070,5169041
AUT,2021-08-26,10419186,5483518,5184178
AUT,2021-08-27,10437615,5492626,5196153
AUT,2021-08-28,10446692,5498216,5201310
AUT,2021-08-29,10450039,5499847,5203583
AUT,2021-08-30,10458989,5504278,5209323
AUT,2021-08-31,10476056,5514634,5218766
AUT,2021-09-01,10489715,5522203,5226734
AUT,2021-09-02,10504436,5529408,5235801
AUT,2021-09-03,10519314,5538305,5244499
AUT,2021-09-04,10532487,5545597,5252626
AUT,2021-09-05,10534563,5546741,5253961
AUT,2021-09-06,10541060,5550213,5257779
AUT,2021-09-07,10555377,5559351,5264796
AUT,2021-09-08,10569044,5567535,5272178
AUT,2021-09-09,10583890,5576260,5280367
AUT,2021-09-10,10601442,5587199,5289648
AUT,2021-09-11,10614403,5596490,5297246
AUT,2021-09-12,10617354,5598208,5299078
AUT,2021-09-13,10625063,5602604,5303451
AUT,2021-09-14,10642483,5612747,5311999
AUT,2021-09-15,10656832,5621637,5319258
AUT,2021-09-16,10672627,5631503,5327260
AUT,2021-09-17,10693777,5645568,5336849
AUT,2021-09-18,10705594,5653229,5343018
AUT,2021-09-19,10709053,5654730,5345434
AUT,2021-09-20,10716938,5659376,5349858
AUT,2021-09-21,10733328,5668970,5359070
AUT,2021-09-22,10748538,5678345,5366595
AUT,2021-09-23,10762810,5687316,5373824
AUT,2021-09-24,10783179,5701418,5384110
AUT,2021-09-25,10792517,5706970,5389590
AUT,2021-09-27,10802266,5712830,5394772
AZE,2021-04-01,856363,558485,297878
AZE,2021-04-02,889033,569994,319039
AZE,2021-04-03,924813,582463,342350
AZE,2021-04-04,947745,590914,356831
AZE,2021-04-05,947947,591012,356935
AZE,2021-04-06,982291,611471,370820
AZE,2021-04-07,1025790,639463,386327
AZE,2021-04-08,1069488,672503,396985
AZE,2021-04-09,1111722,706433,405289
AZE,2021-04-10,1153549,739319,414230
AZE,2021-04-11,1177087,758275,418812
AZE,2021-04-12,1177187,758289,418898
AZE,2021-04-13,1212163,787066,425097
AZE,2021-04-14,1243191,813413,429778
AZE,2021-04-15,1271791,837304,434487
AZE,2021-04-16,1299323,859338,439985
AZE,2021-04-17,1325034,879356,445678
AZE,2021-04-18,1337361,889216,448145
AZE,2021-04-19,1337380,889232,448148
AZE,2021-04-20,1352210,899213,452997
AZE,2021-04-21,1366890,908672,458218
AZE,2021-04-22,1381967,917877,464090
AZE,2021-04-23,1396391,926076,470315
AZE,2021-04-24,1412481,934906,477575
AZE,2021-04-25,1423295,939098,484197
AZE,2021-04-26,1423660,939460,484200
AZE,2021-04-27,1440243,946834,493409
AZE,2021-04-28,1456114,953545,502569
AZE,2021-04-29,1471579,959804,511775
AZE,2021-04-30,1488218,966132,522086
AZE,2021-05-01,1505206,971523,533683
AZE,2021-05-02,1516923,975208,541715
AZE,2021-05-04,1536328,980005,556323
AZE,2021-05-05,1566106,987962,578144
AZE,2021-05-06,1593883,992252,601631
AZE,2021-05-07,1626916,996400,630516
AZE,2021-05-08,1661772,1001968,659804
AZE,2021-05-09,1687397,1005678,681719
AZE,2021-05-10,1687567,1005704,681863
AZE,2021-05-11,1705906,1009487,696419
AZE,2021-05-12,1727510,1014495,713015
AZE,2021-05-13,1748525,1019352,729173
AZE,2021-05-14,1761632,1022479,739153
AZE,2021-05-15,1777426,1026376,751050
AZE,2021-05-16,1795049,1030831,764218
AZE,2021-05-18,1834657,1042781,791876
AZE,2021-05-19,1863292,1054414,808878
AZE,2021-05-20,1891703,1068493,823210
AZE,2021-05-21,1924805,1089886,834919
AZE,2021-05-22,1961563,1115044,846519
AZE,2021-05-23,1986969,1134376,852593
AZE,2021-05-24,1987084,1134398,852686
AZE,2021-05-25,2021371,1158631,862740
AZE,2021-05-26,2055986,1184780,871206
AZE,2021-05-27,2106889,1226201,880688
AZE,2021-05-28,2169185,1279356,889829
AZE,2021-05-29,2208074,1313364,894710
AZE,2021-05-30,2252809,1352778,900031
AZE,2021-06-18,2915954,1908805,1007149
AZE,2021-05-31,2253216,1352958,900258
AZE,2021-06-01,2312715,1404898,907817
AZE,2021-06-02,2367094,1452774,914320
AZE,2021-06-03,2418082,1497993,920089
AZE,2021-06-04,2465719,1540259,925460
AZE,2021-06-05,2513085,1581890,931195
AZE,2021-06-06,2546169,1611165,935004
AZE,2021-06-07,2546770,1611499,935271
AZE,2021-06-08,2586410,1646054,940356
AZE,2021-06-09,2624876,1679448,945428
AZE,2021-06-10,2662038,1712118,949920
AZE,2021-06-11,2702023,1748035,953988
AZE,2021-06-12,2742867,1783506,959361
AZE,2021-06-13,2775319,1810857,964462
AZE,2021-06-14,2775641,1811104,964537
AZE,2021-06-15,2816346,1842954,973392
AZE,2021-06-16,2839322,1859485,979837
AZE,2021-06-17,2877878,1885031,992847
AZE,2021-06-20,2989458,1949635,1039823
AZE,2021-06-21,2989673,1949646,1040027
AZE,2021-06-22,3032516,1971930,1060586
AZE,2021-06-23,3080340,1997612,1082728
AZE,2021-06-24,3146350,2034554,1111796
AZE,2021-06-25,3218651,2070526,1148125
AZE,2021-06-26,3293732,2112110,1181622
AZE,2021-06-27,3348427,2138684,1209743
AZE,2021-06-28,3349035,2139001,1210034
AZE,2021-06-29,3422241,2174186,1248055
AZE,2021-06-30,3511219,2214990,1296229
AZE,2021-07-01,3597108,2256816,1340292
AZE,2021-07-02,3670729,2290808,1379921
AZE,2021-07-03,3740447,2321863,1418584
AZE,2021-07-04,3792764,2345077,1447687
AZE,2021-07-05,3793533,2345371,1448162
AZE,2021-07-06,3855455,2371796,1483659
AZE,2021-07-07,3910624,2396007,1514617
AZE,2021-07-08,3964102,2417173,1546929
AZE,2021-07-09,4015612,2437929,1577683
AZE,2021-07-10,4069218,2459102,1610116
AZE,2021-07-11,4107950,2474911,1633039
AZE,2021-07-12,4108514,2475180,1633334
AZE,2021-07-13,4159298,2494551,1664747
AZE,2021-07-14,4200994,2512773,1688221
AZE,2021-07-15,4242727,2530767,1711960
AZE,2021-07-16,4283501,2548890,1734611
AZE,2021-07-17,4323487,2566320,1757167
AZE,2021-07-18,4357356,2580819,1776537
AZE,2021-07-19,4357839,2581000,1776839
AZE,2021-07-20,4383875,2591666,1792209
AZE,2021-07-21,4398900,2597118,1801782
AZE,2021-07-22,4415967,2602510,1813457
AZE,2021-07-24,4516987,2634015,1882972
AZE,2021-07-25,4563897,2654076,1909821
AZE,2021-07-26,4564329,2654273,1910056
AZE,2021-07-27,4632349,2686492,1945857
AZE,2021-07-28,4714039,2731114,1982925
AZE,2021-07-29,4798286,2777752,2020534
AZE,2021-07-30,4885572,2827855,2057717
AZE,2021-07-31,4972362,2880131,2092231
AZE,2021-08-01,5040778,2923477,2117301
AZE,2021-08-02,5041622,2924126,2117496
AZE,2021-08-03,5119407,2971686,2147721
AZE,2021-08-04,5187428,3013620,2173808
AZE,2021-08-05,5251051,3053560,2197491
AZE,2021-08-07,5370768,3129512,2241256
AZE,2021-08-08,5418243,3160484,2257759
AZE,2021-08-09,5418754,3160755,2257999
AZE,2021-08-10,5478042,3200107,2277935
AZE,2021-08-11,5543311,3243487,2299824
AZE,2021-08-12,5607591,3287430,2320161
AZE,2021-08-13,5671138,3332017,2339121
AZE,2021-08-14,5739342,3380387,2358955
AZE,2021-08-15,5794232,3419938,2374294
AZE,2021-08-16,5794483,3420144,2374339
AZE,2021-08-17,5866215,3473806,2392409
AZE,2021-08-18,5932734,3526467,2406267
AZE,2021-08-19,5991016,3574157,2416859
AZE,2021-08-20,6045471,3617203,2428268
AZE,2021-08-21,6110185,3667494,2442691
AZE,2021-08-22,6170376,3713143,2457233
AZE,2021-08-23,6170724,3713422,2457302
AZE,2021-08-24,6249673,3772533,2477140
AZE,2021-08-25,6335305,3830650,2504655
AZE,2021-08-26,6419537,3884713,2534824
AZE,2021-08-27,6493757,3929404,2564353
AZE,2021-08-29,6687806,4042976,2644830
AZE,2021-08-30,6689031,4043744,2645287
AZE,2021-08-31,6805740,4113716,2692024
AZE,2021-09-01,6911439,4179684,2731755
AZE,2021-09-02,7009933,4239851,2770082
AZE,2021-09-03,7095693,4287967,2807726
AZE,2021-09-04,7174297,4329571,2844726
AZE,2021-09-05,7235274,4358794,2876480
AZE,2021-09-06,7236381,4359737,2876644
AZE,2021-09-07,7307149,4391664,2915485
AZE,2021-09-09,7430450,4442484,2987966
AZE,2021-09-10,7493034,4465644,3027390
AZE,2021-09-12,7609940,4507038,3102902
AZE,2021-09-13,7611206,4508115,3103091
AZE,2021-09-14,7680427,4530138,3150289
AZE,2021-09-15,7745851,4551501,3194350
AZE,2021-09-16,7806235,4570812,3235423
AZE,2021-09-19,7976549,4619432,3357117
AZE,2021-09-20,7977574,4619842,3357732
AZE,2021-09-21,8043423,4636579,3406844
AZE,2021-09-22,8106885,4652121,3454764
AZE,2021-09-23,8169473,4668637,3500836
AZE,2021-09-24,8227729,4683453,3544276
AZE,2021-09-25,8293590,4700096,3593494
AZE,2021-09-26,8349945,4713750,3636195
AZE,2021-09-27,8350575,4713775,3636800
BMU,2021-02-22,17073,12304,4769
BMU,2021-02-27,20705,13659,7046
BMU,2021-03-03,23939,15294,8645
BHS,2021-05-21,50242,44226,6016
BHS,2021-05-29,55037,46378,8659
BHS,2021-06-05,62183,48434,13749
BHS,2021-06-11,68119,50292,17827
BHS,2021-06-19,79246,54199,25047
BHS,2021-06-26,91067,58122,32945
BHS,2021-07-02,95992,59731,36261
BHS,2021-07-10,97992,60303,37689
BHS,2021-07-17,99755,60389,39366
BHS,2021-07-24,103164,60578,43943
BHS,2021-07-30,104521,60578,43943
BHS,2021-07-31,106898,61803,46793
BHS,2021-08-06,108596,61803,46793
BHS,2021-08-09,110443,62863,47580
BHS,2021-08-20,119473,68323,51150
BHS,2021-08-22,129017,73726,55291
BHS,2021-08-28,146738,91967,57593
BHS,2021-09-04,161613,105753,59002
BHS,2021-09-24,184461,114333,70128
BMU,2021-03-10,27727,17395,10332
BHR,2021-03-06,506519,307145,199374
BHR,2021-03-07,509907,308465,201442
BHR,2021-03-08,512420,309741,202679
BHR,2021-03-09,514559,310644,203915
BHR,2021-03-10,517901,311829,206072
BHR,2021-03-11,520429,312104,208325
BHR,2021-03-12,522344,312119,210225
BHR,2021-03-13,534625,322508,212117
BHR,2021-03-14,551197,337016,214181
BHR,2021-03-15,566796,349970,216826
BHR,2021-03-16,580539,361241,219298
BHR,2021-03-17,597446,374873,222573
BHR,2021-03-18,613946,386426,227520
BHR,2021-03-19,626751,396356,230395
BHR,2021-03-20,640104,407322,232782
BHR,2021-03-21,653236,417364,235872
BHR,2021-03-22,667155,428240,238915
BHR,2021-03-23,680081,439433,240648
BHR,2021-03-24,694679,452551,242128
BHR,2021-03-25,707980,464040,243940
BHR,2021-03-26,717408,471927,245481
BHR,2021-03-27,724001,478094,245907
BHR,2021-03-28,735717,487640,248077
BHR,2021-03-29,747008,496492,250516
BHR,2021-03-30,755549,502541,253008
BHR,2021-03-31,766317,510877,255440
BHR,2021-04-01,775196,517603,257593
BHR,2021-04-02,782530,522955,259575
BHR,2021-04-03,797924,527339,270585
BHR,2021-04-04,817379,530415,286964
BHR,2021-04-05,836788,534356,302432
