iso_code,d,total_vaccinations,people_vaccinated,people_fully_vaccinated
FRA,2021-02-14,3056063,2409484,646579
FRA,2021-02-15,3170049,2447025,723024
FRA,2021-02-16,3320460,2496785,823675
FRA,2021-02-17,3473290,2546685,926604
FRA,2021-02-18,3660742,2615690,1045051
FRA,2021-02-19,3815943,2680193,1135749
FRA,2021-02-20,3862625,2698472,1164152
FRA,2021-02-21,3872096,2701574,1170521
FRA,2021-02-22,3982194,2738573,1243619
FRA,2021-02-23,4119397,2791767,1327627
FRA,2021-02-24,4259672,2850972,1408696
FRA,2021-02-25,4450844,2950797,1500042
FRA,2021-02-26,4634523,3063513,1571005
FRA,2021-02-27,4708197,3115215,1592977
FRA,2021-02-28,4718555,3121159,1597390
FRA,2021-03-01,4835906,3185754,1650146
FRA,2021-03-02,5002534,3286178,1716349
FRA,2021-03-03,5183281,3401409,1781865
FRA,2021-03-04,5414585,3563864,1850712
FRA,2021-03-05,5677594,3763546,1914037
FRA,2021-03-06,5902431,3970570,1931849
FRA,2021-03-07,6028610,4091284,1937314
FRA,2021-03-08,6185560,4197453,1988095
FRA,2021-03-09,6413704,4368842,2044849
FRA,2021-03-10,6648424,4546376,2102033
FRA,2021-03-11,6952988,4787864,2165109
FRA,2021-03-12,7299969,5081343,2218610
FRA,2021-03-13,7545581,5311659,2233906
FRA,2021-03-14,7611881,5374529,2237336
FRA,2021-03-15,7801905,5531935,2269954
FRA,2021-03-16,7981984,5672503,2309464
FRA,2021-03-17,8170274,5822024,2348231
FRA,2021-03-18,8381538,5988696,2392822
FRA,2021-03-19,8647835,6217541,2430274
FRA,2021-03-20,8825510,6383441,2442049
FRA,2021-03-21,8877527,6432831,2444675
FRA,2021-03-22,9080638,6601667,2478948
FRA,2021-03-23,9372010,6850653,2521333
FRA,2021-03-24,9671377,7106193,2565160
FRA,2021-03-25,10056559,7446633,2609901
FRA,2021-03-26,10455963,7804153,2651784
FRA,2021-03-27,10667101,7998646,2668429
FRA,2021-03-28,10729723,8057535,2672160
FRA,2021-03-29,10986008,8259542,2726437
FRA,2021-03-30,11339771,8543637,2796102
FRA,2021-03-31,11674386,8805328,2869023
FRA,2021-04-01,12075314,9118457,2956818
FRA,2021-04-02,12447402,9398415,3048944
FRA,2021-04-03,12649428,9538594,3110789
FRA,2021-04-04,12713470,9583976,3129448
FRA,2021-04-05,12784146,9643649,3140448
FRA,2021-04-06,13107553,9859201,3248297
FRA,2021-04-07,13481340,10117541,3363739
FRA,2021-04-08,13938440,10453227,3485147
FRA,2021-04-09,14463135,10861413,3601623
FRA,2021-04-10,14757423,11072957,3684359
FRA,2021-04-11,14847504,11128448,3718946
FRA,2021-04-12,15198266,11363974,3834157
FRA,2021-04-13,15650959,11671671,3979102
FRA,2021-04-14,16082611,11963819,4118499
FRA,2021-04-15,16565067,12298264,4266350
FRA,2021-04-16,17048704,12635938,4412111
FRA,2021-04-17,17326677,12823620,4502356
FRA,2021-04-18,17413117,12874613,4537781
FRA,2021-04-19,17755956,13078759,4676142
FRA,2021-04-20,18179430,13331189,4846846
FRA,2021-04-21,18600035,13582489,5015635
FRA,2021-04-22,19074387,13868119,5203852
FRA,2021-04-23,19553363,14163333,5389962
FRA,2021-04-24,19854319,14352646,5503081
FRA,2021-04-25,19962109,14421546,5542069
FRA,2021-04-26,20338042,14641065,5701015
FRA,2021-04-27,20808868,14923838,5897948
FRA,2021-04-28,21290807,15221574,6090970
FRA,2021-04-29,21842866,15576662,6303022
FRA,2021-04-30,22398627,15946903,6507007
FRA,2021-05-01,22616382,16112028,6561479
FRA,2021-05-02,22745020,16202789,6599769
FRA,2021-05-03,23201055,16488685,6774388
FRA,2021-05-04,23738718,16801329,7006975
FRA,2021-05-05,24287051,17124422,7237550
FRA,2021-05-06,24903212,17500379,7488013
FRA,2021-05-07,25531216,17870388,7764302
FRA,2021-05-08,25818911,18091038,7833500
FRA,2021-05-09,25994597,18219894,7880890
FRA,2021-05-10,26533205,18528815,8117034
FRA,2021-05-11,27192990,18929505,8389381
FRA,2021-05-12,27857346,19359814,8632667
FRA,2021-05-13,28250086,19695441,8691055
FRA,2021-05-14,28868806,20146003,8866216
FRA,2021-05-15,29334585,20517564,8963873
FRA,2021-05-16,29556885,20718957,8985087
FRA,2021-05-17,30080124,21092162,9138618
FRA,2021-05-18,30690365,21548101,9300453
FRA,2021-05-19,31301329,22012233,9451396
FRA,2021-05-20,31966676,22515878,9621098
FRA,2021-05-21,32628606,23002128,9808285
FRA,2021-05-22,33053945,23347217,9893133
FRA,2021-05-23,33229194,23507890,9908025
FRA,2021-05-24,33524087,23769199,9942248
FRA,2021-05-25,34111805,24166209,10139049
FRA,2021-05-26,34711701,24576598,10334836
FRA,2021-05-27,35378390,25023242,10567715
FRA,2021-05-28,36065836,25449927,10853687
FRA,2021-05-29,36513005,25747322,11014352
FRA,2021-05-30,36651831,25853439,11047846
FRA,2021-05-31,37211763,26208953,11263871
FRA,2021-06-01,37886719,26631073,11535489
FRA,2021-06-02,38530967,27043252,11780709
FRA,2021-06-03,39248719,27501279,12058650
FRA,2021-06-04,40005897,27952558,12385779
FRA,2021-06-05,40497474,28254678,12584443
FRA,2021-06-06,40678036,28385984,12634516
FRA,2021-06-07,41275592,28720212,12905961
FRA,2021-06-08,41957426,29109740,13211676
FRA,2021-06-09,42614627,29489931,13499661
FRA,2021-06-10,43303056,29887907,13804257
FRA,2021-06-11,44044885,30271349,14178582
FRA,2021-06-12,44537659,30552358,14397378
FRA,2021-06-13,44715590,30656103,14472307
FRA,2021-06-14,45310246,30893927,14834779
FRA,2021-06-15,46001551,31198261,15231595
FRA,2021-06-16,46670589,31508633,15598139
FRA,2021-06-17,47357842,31822847,15981091
FRA,2021-06-18,48120224,32141692,16436130
FRA,2021-06-19,48617359,32364595,16715566
FRA,2021-06-20,48792351,32436899,16818817
FRA,2021-06-21,49388122,32629943,17225859
FRA,2021-06-22,50076797,32850478,17700956
FRA,2021-06-23,50748587,33081589,18147846
FRA,2021-06-24,51397915,33320772,18565658
FRA,2021-06-25,52145462,33545116,19097944
FRA,2021-06-26,52668310,33696795,19473431
FRA,2021-06-27,52879875,33751862,19630453
FRA,2021-06-28,53486466,33904460,20088337
FRA,2021-06-29,54174752,34085106,20600819
FRA,2021-06-30,54859345,34286605,21088465
FRA,2021-07-01,55543976,34511326,21554150
FRA,2021-07-02,56289586,34734362,22083845
FRA,2021-07-03,56799455,34874448,22457429
FRA,2021-07-04,56996862,34930224,22599374
FRA,2021-07-05,57582412,35094617,23023531
FRA,2021-07-06,58252772,35288111,23506133
FRA,2021-07-07,58902824,35496849,23952450
FRA,2021-07-08,59557337,35725116,24385637
FRA,2021-07-09,60295313,35951092,24905601
FRA,2021-07-10,60782751,36097814,25249842
FRA,2021-07-11,60952372,36157052,25360468
FRA,2021-07-12,61598799,36323484,25844400
FRA,2021-07-13,62413216,36608152,26386178
FRA,2021-07-14,62750286,36786940,26546114
FRA,2021-07-15,63598677,37130793,27066612
FRA,2021-07-16,64474159,37508100,27585325
FRA,2021-07-17,65053152,37766228,27914899
FRA,2021-07-18,65277332,37875085,28031188
FRA,2021-07-19,65987577,38158302,28469346
FRA,2021-07-20,66816585,38532567,28939514
FRA,2021-07-21,67619671,38925732,29363245
FRA,2021-07-22,68447926,39363908,29769622
FRA,2021-07-23,69308878,39800227,30212521
FRA,2021-07-24,69863748,40084367,30491505
FRA,2021-07-25,70064363,40204573,30572896
FRA,2021-07-26,70735080,40550035,30907263
FRA,2021-07-27,71518473,41011202,31242032
FRA,2021-07-28,72266797,41467741,31544621
FRA,2021-07-29,73032015,41954600,31834921
FRA,2021-07-30,73795301,42413357,32152712
FRA,2021-07-31,74265292,42697573,32344194
FRA,2021-08-01,74424905,42806970,32394987
FRA,2021-08-02,74993503,43139892,32636653
FRA,2021-08-03,75632945,43532573,32892050
FRA,2021-08-04,76225619,43913659,33111212
FRA,2021-08-05,76818351,44276188,33348936
FRA,2021-08-06,77448240,44632546,33630369
FRA,2021-08-07,77838380,44843601,33813364
FRA,2021-08-08,77974331,44916068,33877595
FRA,2021-08-09,78491450,45172019,34143076
FRA,2021-08-10,79073892,45474554,34429753
FRA,2021-08-11,79611749,45750663,34697750
FRA,2021-08-12,80159814,46018940,34984102
FRA,2021-08-13,80686142,46268448,35266457
FRA,2021-08-14,81027809,46411411,35467946
FRA,2021-08-15,81115708,46448922,35518763
FRA,2021-08-16,81618749,46632125,35840882
FRA,2021-08-17,82169967,46844952,36183033
FRA,2021-08-18,82692560,47041334,36512583
FRA,2021-08-19,83209140,47231055,36843080
FRA,2021-08-20,83758068,47413403,37212883
FRA,2021-08-21,84100268,47516968,37452986
FRA,2021-08-22,84219059,47548349,37540515
FRA,2021-08-23,84716200,47687073,37900078
FRA,2021-08-24,85255036,47847364,38280362
FRA,2021-08-25,85756001,47995907,38634190
FRA,2021-08-26,86241157,48136621,38979681
FRA,2021-08-27,86776788,48282504,39370130
FRA,2021-08-28,87116931,48371876,39621151
FRA,2021-08-29,87227301,48398596,39704671
FRA,2021-08-30,87671399,48513548,40031065
FRA,2021-08-31,88142664,48640366,40367912
FRA,2021-09-01,88565017,48756093,40654713
FRA,2021-09-02,88938640,48856972,40903897
FRA,2021-09-03,89372024,48968828,41198375
FRA,2021-09-04,89688100,49055144,41417064
FRA,2021-09-05,89757860,49075648,41462312
FRA,2021-09-06,90037678,49143244,41644381
FRA,2021-09-07,90323461,49215727,41826947
FRA,2021-09-08,90641501,49298675,42034152
FRA,2021-09-09,90908082,49368728,42200324
FRA,2021-09-10,91233300,49456891,42404760
FRA,2021-09-11,91477365,49520520,42574156
FRA,2021-09-12,91524142,49532603,42606373
FRA,2021-09-13,91746519,49589476,42733565
FRA,2021-09-14,91997148,49657847,42863384
FRA,2021-09-15,92288484,49728263,43031625
FRA,2021-09-16,92518330,49787633,43146407
FRA,2021-09-17,92796736,49858164,43303461
FRA,2021-09-18,92996771,49903798,43443061
FRA,2021-09-19,93030108,49911047,43466943
FRA,2021-09-20,93210104,49950376,43560935
FRA,2021-09-21,93409796,49993473,43659779
FRA,2021-09-22,93646805,50038688,43801085
FRA,2021-09-23,93833121,50078873,43892123
FRA,2021-09-24,94063171,50127707,44024190
FRA,2021-09-25,94225725,50159748,44139252
FRA,2021-09-26,94250528,50164636,44157132
GAB,2021-04-14,4920,4853,67
GAB,2021-04-16,5762,5362,400
GAB,2021-04-19,6528,5765,763
GAB,2021-04-21,7700,6358,1342
GAB,2021-04-23,8897,6895,2002
GAB,2021-04-30,10678,8035,2643
GAB,2021-05-05,12364,8515,3849
GAB,2021-05-17,17272,10670,6602
GAB,2021-05-29,22524,14352,8172
GAB,2021-06-05,23371,14352,9019
GAB,2021-06-09,29728,19755,9973
GAB,2021-06-11,32105,22132,9973
GAB,2021-06-12,33591,23260,10331
GAB,2021-06-23,49346,37888,11458
GAB,2021-06-30,56768,38496,18272
GAB,2021-07-05,64161,42022,22139
GAB,2021-07-12,72351,45968,26383
GAB,2021-07-19,82488,50227,32261
GAB,2021-07-24,87181,52830,34351
GAB,2021-08-03,100240,59315,40925
GAB,2021-08-05,103820,61457,42363
GAB,2021-08-09,111546,65709,45837
GAB,2021-08-12,120627,71867,48760
GAB,2021-08-20,127757,74720,53037
GAB,2021-08-25,130798,77761,53037
GAB,2021-09-03,146464,84214,62250
GAB,2021-09-16,171339,100263,71076
GAB,2021-09-22,177392,100884,76508
GMB,2021-06-08,40810,30421,10389
GMB,2021-06-23,41077,30688,10389
GMB,2021-06-30,42975,31150,11825
GMB,2021-07-15,43557,31254,12303
GMB,2021-08-23,184553,170794,148842
GMB,2021-08-25,191496,173810,155785
GMB,2021-08-28,193532,175095,157804
GMB,2021-08-29,193961,175355,158224
GMB,2021-08-31,197277,177168,161451
GMB,2021-09-03,199881,178634,163926
GMB,2021-09-07,201835,179910,165785
GMB,2021-09-21,207195,183739,170920
GEO,2021-04-26,38553,35666,2887
GEO,2021-04-27,40095,36473,3622
GEO,2021-04-28,41801,37404,4397
GEO,2021-04-29,43568,38350,5218
GEO,2021-04-30,45338,39274,6064
GEO,2021-05-05,47949,40940,7009
GEO,2021-05-06,51600,43727,7873
GEO,2021-05-07,54687,45987,8700
GEO,2021-05-08,58533,49021,9512
GEO,2021-05-10,62447,51595,10852
GEO,2021-05-11,67136,55632,11504
GEO,2021-05-12,71570,59195,12375
GEO,2021-05-13,77343,64259,13084
GEO,2021-05-14,81076,67569,13507
GEO,2021-05-15,85286,71338,13948
GEO,2021-05-17,89260,74617,14643
GEO,2021-05-18,93305,78228,15077
GEO,2021-05-19,97153,81640,15513
GEO,2021-05-20,101415,85541,15874
GEO,2021-05-21,105500,89353,16147
GEO,2021-05-22,109395,93072,16323
GEO,2021-05-24,113000,96445,16555
GEO,2021-05-25,117354,100490,16864
GEO,2021-05-26,121263,103745,17518
GEO,2021-05-27,125601,106209,19392
GEO,2021-05-28,130037,108979,21058
GEO,2021-05-29,134602,109995,24607
GEO,2021-05-31,138914,112813,26101
GEO,2021-06-01,143970,113248,30722
GEO,2021-06-02,149191,115473,33718
GEO,2021-06-03,155538,117758,37780
GEO,2021-06-04,161947,121136,40811
GEO,2021-06-05,167332,122936,44396
GEO,2021-06-07,173345,125596,47749
GEO,2021-06-08,178738,127490,51248
GEO,2021-06-09,184718,130244,54474
GEO,2021-06-10,191001,132734,58267
GEO,2021-06-11,197114,135799,61315
GEO,2021-06-12,202314,138482,63832
GEO,2021-06-14,207470,141205,66265
GEO,2021-06-15,212163,142966,69197
GEO,2021-06-16,216742,144727,72015
GEO,2021-06-17,221156,146661,74495
GEO,2021-06-18,225666,148722,76944
GEO,2021-06-19,229906,150684,79222
GEO,2021-06-21,234410,152221,82189
GEO,2021-06-22,238220,153464,84756
GEO,2021-06-23,242451,155320,87131
GEO,2021-06-24,245380,156626,88754
GEO,2021-06-25,248545,157675,90870
GEO,2021-06-26,251529,158739,92790
GEO,2021-06-28,254737,159997,94740
GEO,2021-06-29,257974,160999,96975
GEO,2021-06-30,261652,161580,100072
GEO,2021-07-02,266161,161965,104196
GEO,2021-07-05,269154,162115,107039
GEO,2021-07-06,272810,165433,107377
GEO,2021-07-07,277872,168047,109825
GEO,2021-07-08,283631,172042,111589
GEO,2021-07-09,289399,175504,113895
GEO,2021-07-22,391781,255047,136734
GEO,2021-07-25,404339,264583,139756
GEO,2021-07-26,418398,276144,142254
GEO,2021-07-27,432795,288573,144222
GEO,2021-07-29,464875,311747,153128
GEO,2021-07-31,481591,323837,157754
GEO,2021-08-01,506780,345238,161542
GEO,2021-08-03,542639,370731,171908
GEO,2021-08-04,564691,386614,178077
GEO,2021-08-05,583647,400732,182915
GEO,2021-08-06,606988,417214,189774
GEO,2021-08-07,626343,431894,194449
GEO,2021-08-08,641242,444124,197118
GEO,2021-08-09,664997,460763,204234
GEO,2021-08-10,688940,478164,210776
GEO,2021-08-11,715919,497752,218167
GEO,2021-08-12,741353,516300,225053
GEO,2021-08-13,767882,538646,229236
GEO,2021-08-14,791863,554714,237149
GEO,2021-08-16,831815,586608,245207
GEO,2021-08-18,883570,625267,258303
GEO,2021-08-19,907665,640703,266962
GEO,2021-08-22,962165,675978,286187
GEO,2021-08-23,979813,685448,294365
GEO,2021-08-24,1038292,719380,318912
GEO,2021-08-25,1065848,734112,331736
GEO,2021-08-26,1095069,749754,345315
GEO,2021-08-28,1145925,771055,374870
GEO,2021-08-29,1164402,780948,383454
GEO,2021-08-31,1210746,802083,408663
GEO,2021-09-01,1235386,813601,421785
GEO,2021-09-02,1259381,822287,437094
GEO,2021-09-04,1314104,838356,475748
GEO,2021-09-05,1326033,845420,480613
GEO,2021-09-06,1340062,850868,489194
GEO,2021-09-07,1366678,856956,509722
GEO,2021-09-10,1433296,879384,553912
GEO,2021-09-12,1507986,902457,605529
GEO,2021-09-14,1534111,914222,619889
GEO,2021-09-16,1610309,935094,675215
GEO,2021-09-19,1655040,947477,707563
GEO,2021-09-20,1671295,952219,719076
GEO,2021-09-21,1686412,956417,729995
GEO,2021-09-22,1700895,960081,740814
GEO,2021-09-23,1715073,963663,751410
GEO,2021-09-25,1729672,967441,762231
GEO,2021-09-26,1749457,971836,777621
GEO,2021-09-27,1760878,975028,785850
DEU,2020-12-27,24347,24338,9
DEU,2020-12-28,42450,42376,74
DEU,2020-12-29,93053,92325,727
DEU,2020-12-30,157046,156286,759
DEU,2020-12-31,207016,206169,846
DEU,2021-01-01,232477,231623,852
DEU,2021-01-02,280551,279620,929
DEU,2021-01-03,303108,302173,933
DEU,2021-01-04,349159,348173,984
DEU,2021-01-05,401819,400746,1071
DEU,2021-01-06,464959,463798,1159
DEU,2021-01-07,519735,518554,1180
DEU,2021-01-08,582539,581255,1283
DEU,2021-01-09,643231,641803,1427
DEU,2021-01-10,679179,677637,1541
DEU,2021-01-11,747414,745818,1595
DEU,2021-01-12,826340,824680,1659
DEU,2021-01-13,938330,936468,1861
DEU,2021-01-14,1022300,1020225,2074
DEU,2021-01-15,1114005,1111012,2992
DEU,2021-01-16,1172054,1167838,4215
DEU,2021-01-17,1219779,1198615,21164
DEU,2021-01-18,1302589,1265933,36656
DEU,2021-01-19,1421959,1349531,72428
DEU,2021-01-20,1554324,1428511,125813
DEU,2021-01-21,1659540,1493089,166450
DEU,2021-01-22,1761673,1561813,199859
DEU,2021-01-23,1848441,1602284,246156
DEU,2021-01-24,1896108,1627964,268143
DEU,2021-01-25,1986855,1680210,306644
DEU,2021-01-26,2084902,1730846,354055
DEU,2021-01-27,2194012,1781777,412235
DEU,2021-01-28,2286309,1828584,457725
DEU,2021-01-29,2393769,1878401,515368
DEU,2021-01-30,2481573,1912996,568577
DEU,2021-01-31,2538626,1938749,599877
DEU,2021-02-01,2658528,1996997,661530
DEU,2021-02-02,2791053,2062510,728542
DEU,2021-02-03,2953686,2127069,826616
DEU,2021-02-04,3087928,2189129,898797
DEU,2021-02-05,3235189,2258484,976703
DEU,2021-02-06,3329137,2304077,1025058
DEU,2021-02-07,3382605,2332342,1050262
DEU,2021-02-08,3491840,2385366,1106474
DEU,2021-02-09,3626088,2445587,1180500
DEU,2021-02-10,3781219,2523345,1257873
DEU,2021-02-11,3925324,2598880,1326445
DEU,2021-02-12,4081089,2679119,1401974
DEU,2021-02-13,4188750,2741163,1447592
DEU,2021-02-14,4254054,2780788,1473272
DEU,2021-02-15,4379634,2850956,1528695
DEU,2021-02-16,4514216,2929306,1584928
DEU,2021-02-17,4665862,3024697,1641184
DEU,2021-02-18,4810570,3116226,1694367
DEU,2021-02-19,4969484,3219367,1750141
DEU,2021-02-20,5081793,3295511,1786307
DEU,2021-02-21,5167652,3353184,1814494
DEU,2021-02-22,5324074,3451410,1872691
DEU,2021-02-23,5494346,3561290,1933084
DEU,2021-02-24,5671157,3678813,1992372
DEU,2021-02-25,5861156,3809622,2051561
DEU,2021-02-26,6074907,3955968,2118965
DEU,2021-02-27,6222766,4064137,2158656
DEU,2021-02-28,6325926,4143264,2182690
DEU,2021-03-01,6525003,4292457,2232574
DEU,2021-03-02,6744822,4460234,2284616
DEU,2021-03-03,6993148,4637952,2355224
DEU,2021-03-04,7238781,4820441,2418367
DEU,2021-03-05,7514194,5028579,2485642
DEU,2021-03-06,7716891,5182676,2534242
DEU,2021-03-07,7864628,5297014,2567641
DEU,2021-03-08,8102697,5483378,2619346
DEU,2021-03-09,8355530,5681408,2674148
DEU,2021-03-10,8645280,5903846,2741459
DEU,2021-03-11,8930232,6127989,2802267
DEU,2021-03-12,9257639,6384414,2873249
DEU,2021-03-13,9498718,6575239,2923503
DEU,2021-03-14,9669048,6709942,2959128
DEU,2021-03-15,9917685,6899439,3018268
DEU,2021-03-16,10097013,7010580,3086455
DEU,2021-03-17,10302595,7135243,3167374
DEU,2021-03-18,10496408,7253474,3242956
DEU,2021-03-19,10742051,7414689,3327383
DEU,2021-03-20,10962726,7582125,3380621
DEU,2021-03-21,11127521,7708704,3418838
DEU,2021-03-22,11397287,7901927,3495378
DEU,2021-03-23,11698726,8119160,3579585
DEU,2021-03-24,12038663,8369582,3669102
DEU,2021-03-25,12372170,8621870,3750321
DEU,2021-03-26,12747353,8908139,3839236
DEU,2021-03-27,13029168,9127556,3901636
DEU,2021-03-28,13225839,9270969,3954895
DEU,2021-03-29,13532211,9488471,4043765
DEU,2021-03-30,13862048,9725441,4136630
DEU,2021-03-31,14199428,9960959,4238491
DEU,2021-04-01,14527483,10197777,4329728
DEU,2021-04-02,14753573,10355783,4397811
DEU,2021-04-03,14985986,10523556,4462451
DEU,2021-04-04,15179294,10666394,4512921
DEU,2021-04-05,15427655,10844428,4583244
DEU,2021-04-06,15801949,11123844,4678119
DEU,2021-04-07,16470856,11696242,4774627
DEU,2021-04-08,17170814,12308323,4862501
DEU,2021-04-09,17804026,12852413,4951624
DEU,2021-04-10,18177052,13160303,5016760
DEU,2021-04-11,18441324,13374155,5067180
DEU,2021-04-12,18860670,13717036,5143644
DEU,2021-04-13,19438336,14220913,5217431
DEU,2021-04-14,20214714,14913941,5300779
DEU,2021-04-15,20896537,15525343,5371201
DEU,2021-04-16,21494652,16049105,5445552
DEU,2021-04-17,21861116,16358874,5502246
DEU,2021-04-18,22130976,16589654,5541324
DEU,2021-04-19,22534352,16931493,5602858
DEU,2021-04-20,23096383,17430615,5665767
DEU,2021-04-21,23818744,18079564,5739178
DEU,2021-04-22,24458561,18651991,5806565
DEU,2021-04-23,25015957,19140171,5875781
DEU,2021-04-24,25382149,19447211,5934933
DEU,2021-04-25,25665470,19681350,5984115
DEU,2021-04-26,26099396,20041169,6058293
DEU,2021-04-27,26886018,20736177,6150456
DEU,2021-04-28,28010582,21734200,6277829
DEU,2021-04-29,28958403,22548959,6411802
DEU,2021-04-30,29763879,23217763,6549374
DEU,2021-05-01,30100618,23480716,6625775
DEU,2021-05-02,30365931,23680366,6693245
DEU,2021-05-03,30818777,24018178,6809956
DEU,2021-05-04,31662764,24703238,6971937
DEU,2021-05-05,32811450,25623576,7204881
DEU,2021-05-06,33804018,26396410,7429237
DEU,2021-05-07,34696868,27054744,7668246
DEU,2021-05-08,35123310,27328569,7822587
DEU,2021-05-09,35409837,27513523,7925228
DEU,2021-05-10,36000338,27913943,8119196
DEU,2021-05-11,37087616,28716586,8407606
DEU,2021-05-12,38505487,29772885,8775010
DEU,2021-05-13,38935130,30044204,8935990
DEU,2021-05-14,39692682,30578965,9166625
DEU,2021-05-15,40093505,30818354,9332340
DEU,2021-05-16,40376026,30983880,9454064
DEU,2021-05-17,40932379,31343861,9660329
DEU,2021-05-18,41805326,31869858,10015135
DEU,2021-05-19,42904106,32446374,10549686
DEU,2021-05-20,43853548,32913382,11043215
DEU,2021-05-21,44705466,33331784,11488752
DEU,2021-05-22,45179774,33561245,11747887
DEU,2021-05-23,45465186,33695058,11908354
DEU,2021-05-24,45791394,33844320,12093350
DEU,2021-05-25,46447588,34141805,12477313
DEU,2021-05-26,47627976,34690015,13187805
DEU,2021-05-27,48669991,35175683,13825355
DEU,2021-05-28,49575105,35616345,14373741
DEU,2021-05-29,49986004,35796262,14632530
DEU,2021-05-30,50269938,35905233,14818575
DEU,2021-05-31,50817571,36126473,15187496
DEU,2021-06-01,51806957,36611496,15776518
DEU,2021-06-02,53056556,37233613,16508897
DEU,2021-06-03,53700042,37517558,16921732
DEU,2021-06-04,54511883,37886493,17441885
DEU,2021-06-05,54925142,38013588,17758687
DEU,2021-06-06,55217684,38091444,17991641
DEU,2021-06-07,55832748,38339626,18413021
DEU,2021-06-08,56890676,38753188,19125850
DEU,2021-06-09,58318615,39301665,20101303
DEU,2021-06-10,59513220,39797977,20888140
DEU,2021-06-11,60579567,40262738,21586537
DEU,2021-06-12,61016331,40422861,21898423
DEU,2021-06-13,61299400,40501603,22116544
DEU,2021-06-14,61955844,40772549,22557281
DEU,2021-06-15,63006212,41182087,23257216
DEU,2021-06-16,64392263,41728023,24173623
DEU,2021-06-17,65542576,42198900,24921348
DEU,2021-06-18,66537553,42615508,25568596
DEU,2021-06-19,66965604,42756943,25876366
DEU,2021-06-20,67260745,42837791,26103474
DEU,2021-06-21,67893577,43085337,26525153
DEU,2021-06-22,68973674,43498298,27226593
DEU,2021-06-23,70311955,44024610,28073311
DEU,2021-06-24,71350749,44557363,28619844
DEU,2021-06-25,72274215,44980983,29160123
DEU,2021-06-26,72684846,45131789,29433208
DEU,2021-06-27,72976935,45225983,29635222
DEU,2021-06-28,73607512,45495590,30020722
DEU,2021-06-29,74543141,45909867,30564748
DEU,2021-06-30,75568950,46387029,31136318
DEU,2021-07-01,76554511,46865572,31666124
DEU,2021-07-02,77403814,47270133,32133108
DEU,2021-07-03,77781863,47435286,32361218
DEU,2021-07-04,78055399,47537558,32541395
DEU,2021-07-05,78593296,47750366,32881360
DEU,2021-07-06,79374239,48038796,33389651
DEU,2021-07-07,80373303,48384139,34062516
DEU,2021-07-08,81224452,48669064,34648245
DEU,2021-07-09,81984630,48911050,35187087
DEU,2021-07-10,82328765,49017382,35434669
DEU,2021-07-11,82557028,49087252,35601355
DEU,2021-07-12,83027112,49253959,35918840
DEU,2021-07-13,83791402,49455422,36501638
DEU,2021-07-14,84769611,49683692,37274637
DEU,2021-07-15,85539897,49878981,37872270
DEU,2021-07-16,86201909,50053938,38381551
DEU,2021-07-17,86474695,50144225,38582621
DEU,2021-07-18,86675206,50215949,38722657
DEU,2021-07-19,87058349,50322871,39013160
DEU,2021-07-20,87668412,50464765,39495656
DEU,2021-07-21,88426584,50634971,40097509
DEU,2021-07-22,89050887,50771237,40599161
DEU,2021-07-23,89623522,50904363,41056990
DEU,2021-07-24,89835497,50969694,41215595
DEU,2021-07-25,89960127,51008028,41307791
DEU,2021-07-26,90299823,51091687,41574923
DEU,2021-07-27,90855266,51203907,42031073
DEU,2021-07-28,91547980,51341041,42600343
DEU,2021-07-29,92127674,51462129,43073598
DEU,2021-07-30,92626498,51573714,43476760
DEU,2021-07-31,92822073,51634182,43624177
DEU,2021-08-01,92939420,51671130,43710311
DEU,2021-08-02,93234077,51741906,43945332
DEU,2021-08-03,93697826,51832823,44331211
DEU,2021-08-04,94272647,51944512,44806950
DEU,2021-08-05,94791512,52045376,45239198
DEU,2021-08-06,95233512,52142434,45599159
DEU,2021-08-07,95418979,52196956,45742932
DEU,2021-08-08,95535272,52224755,45835285
DEU,2021-08-09,95830432,52285693,46078205
DEU,2021-08-10,96261768,52371925,46434442
DEU,2021-08-11,96805288,52492674,46872645
DEU,2021-08-12,97279237,52612479,47245169
DEU,2021-08-13,97703720,52728219,47573185
DEU,2021-08-14,97899495,52795374,47717144
DEU,2021-08-15,98017837,52833957,47804228
DEU,2021-08-16,98283729,52916820,48000684
DEU,2021-08-17,98645798,53030549,48264145
DEU,2021-08-18,99068871,53167573,48568080
DEU,2021-08-19,99403570,53288479,48799643
DEU,2021-08-20,99746149,53420855,49030942
DEU,2021-08-21,99902573,53494321,49127644
DEU,2021-08-22,99996796,53534451,49187333
DEU,2021-08-23,100229863,53626315,49341821
DEU,2021-08-24,100527742,53747913,49533867
DEU,2021-08-25,100869874,53889080,49752434
DEU,2021-08-26,101170501,54022542,49937170
DEU,2021-08-27,101423600,54136588,50093633
DEU,2021-08-28,101561054,54207298,50174423
DEU,2021-08-29,101646428,54244806,50227968
DEU,2021-08-30,101838571,54329528,50346162
DEU,2021-08-31,102081773,54440786,50488548
DEU,2021-09-01,102376961,54565966,50657819
DEU,2021-09-02,102634317,54678496,50799637
DEU,2021-09-03,102881123,54785067,50938432
DEU,2021-09-04,102988914,54833499,51002914
DEU,2021-09-05,103053431,54861863,51040919
DEU,2021-09-06,103207989,54925798,51125262
DEU,2021-09-07,103430533,55017775,51243946
DEU,2021-09-08,103690358,55122084,51384716
